youbi,SKUcode,item,urisuu,urikin,nesage,nine_urisuu,nine_urikin,nine_nesage,ten_urisuu,ten_urikin,ten_nesage,eleven_urisuu,eleven_urikin,eleven_nesage,noon_urisuu,noon_urikin,noon_nesage,one_urisuu,one_urikin,one_nesage,two_urisuu,two_urikin,two_nesage,three_urisuu,three_urikin,three_nesage,four_urisuu,four_urikin,four_nesage,five_urisuu,five_urikin,five_nesage,six_urisuu,six_urikin,six_nesage,seven_urisuu,seven_urikin,seven_nesage,eight_urisuu,eight_urikin,eight_nesage,pm_nine_urisuu,pm_nine_urikin,pm_nine_nesage,pm_ten_urisuu,pm_ten_urikin,pm_ten_nesage,pm_eleve_urisuu,pm_eleven_urikin,pm_eleven_nesage
2017年11月26日(日),92631267,あぶり焼きチキン,72,19715,24,,,,4,1192,0,6,2022,0,7,2540,0,2,486,0,6,2132,0,3,784,0,6,1850,0,6,1960,0,8,2446,0,5,1102,5,6,1252,6,6,956,6,7,993,7,,,
2017年11月28日(火),92631267,あぶり焼きチキン,9,1974,3,,,,,,,,,,,,,,,,,,,1,188,0,1,188,0,1,298,0,2,486,0,2,426,1,2,388,2,,,,,,,,,
2017年11月29日(水),92631267,あぶり焼きチキン,10,2392,1,,,,1,298,0,2,596,0,,,,1,188,0,2,486,0,,,,1,298,0,1,188,0,1,188,0,,,,1,150,1,,,,,,,,,
2017年11月30日(木),92631267,あぶり焼きチキン,4,1136,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,738,0,,,,,,,2,398,2,,,,,,
2017年12月01日(金),92631267,あぶり焼きチキン,62,14935,30,,,,1,298,0,3,564,0,4,862,0,5,1160,0,4,2038,0,2,596,0,7,2086,0,2,596,0,5,1828,2,7,1176,6,7,1402,7,10,1749,10,5,580,5,,,
2017年12月02日(土),92631267,あぶり焼きチキン,30,8254,4,,,,1,580,0,1,188,0,,,,,,,,,,3,840,0,7,1862,0,4,1660,0,10,2702,0,,,,,,,4,422,4,,,,,,
2017年12月03日(日),92631267,あぶり焼きチキン,79,23655,16,,,,3,1066,0,4,1082,0,8,2384,0,6,2132,0,2,596,0,6,1740,0,11,3692,0,13,4782,0,8,2336,0,3,834,1,9,2248,9,4,575,4,2,188,2,,,
2017年12月04日(月),92631267,あぶり焼きチキン,37,9028,10,2,596,0,1,188,0,2,596,0,1,298,0,2,338,1,2,768,0,5,1160,0,5,1442,0,3,894,0,4,862,0,4,814,3,4,688,4,2,384,2,,,,,,
2017年12月05日(火),92631267,あぶり焼きチキン,25,7298,0,2,596,0,2,588,0,1,298,0,,,,6,1740,0,2,580,0,2,580,0,4,1168,0,3,878,0,2,580,0,1,290,0,,,,,,,,,,,,
2017年12月06日(水),92631267,あぶり焼きチキン,43,11755,6,,,,1,298,0,5,1552,0,7,1536,0,9,2414,0,3,1176,0,,,,6,1678,0,2,768,0,2,486,0,5,1306,3,1,102,1,2,439,2,,,,,,
2017年12月08日(金),92631267,あぶり焼きチキン,35,8501,12,,,,1,188,0,1,188,0,,,,2,878,0,2,486,0,7,1646,0,1,580,0,2,596,0,4,1474,0,4,1106,1,4,600,4,1,94,1,6,665,6,,,
2017年12月09日(土),92631267,あぶり焼きチキン,20,4520,6,,,,,,,,,,4,1192,0,1,298,0,3,564,0,,,,3,894,0,,,,2,486,0,1,298,0,4,600,4,1,94,1,1,94,1,,,
2017年12月10日(日),92631267,あぶり焼きチキン,89,28943,10,2,596,0,5,1490,0,7,2430,0,7,2038,0,4,1254,0,10,3222,0,9,4100,0,11,4084,0,11,4194,0,11,3574,0,6,1064,4,3,450,3,3,447,3,,,,,,
2017年12月11日(月),92631267,あぶり焼きチキン,37,9894,7,,,,,,,1,298,0,5,1552,0,4,972,0,3,564,0,2,486,0,2,486,0,2,486,0,8,2900,0,8,1622,5,1,238,1,1,290,1,,,,,,
2017年12月12日(火),92631267,あぶり焼きチキン,34,8155,12,,,,,,,1,298,0,4,862,0,1,580,0,1,188,0,4,1082,0,2,486,0,4,1364,0,2,596,0,3,564,0,6,1265,6,6,870,6,,,,,,
2017年12月13日(水),92631267,あぶり焼きチキン,34,8858,7,,,,2,596,0,3,674,0,2,596,0,2,878,0,2,878,0,1,188,0,6,2242,0,2,486,0,4,862,0,4,802,1,1,150,1,4,431,4,,,,1,75,1
2017年12月14日(木),92631267,あぶり焼きチキン,29,10586,6,,,,,,,,,,4,1592,0,3,1194,0,2,796,0,2,796,0,3,1194,0,2,796,0,4,1592,0,3,1194,0,1,318,1,5,1114,5,,,,,,
2017年12月15日(金),92631267,あぶり焼きチキン,33,11102,1,,,,1,298,0,1,188,0,3,1348,0,3,784,0,2,596,0,2,768,0,7,2822,0,5,1724,0,7,2038,0,2,536,1,,,,,,,,,,,,
2017年12月16日(土),92631267,あぶり焼きチキン,63,23380,2,2,796,0,2,840,0,4,1376,0,2,948,0,2,948,0,6,1740,0,12,4648,0,9,3238,0,13,4678,0,8,3012,0,3,1156,2,,,,,,,,,,,,
2017年12月17日(日),92631267,あぶり焼きチキン,56,15877,11,3,674,0,7,1866,0,1,188,0,7,2430,0,2,878,0,4,1756,0,3,1066,0,6,1850,0,6,1960,0,4,1082,0,4,852,2,,,,4,628,4,5,647,5,,,
2017年12月18日(月),92631267,あぶり焼きチキン,37,9100,10,3,564,0,2,596,0,,,,3,784,0,2,596,0,7,2038,0,,,,3,674,0,1,188,0,6,1678,0,4,600,4,1,150,1,5,1232,5,,,,,,
2017年12月19日(火),92631267,あぶり焼きチキン,30,8614,3,,,,,,,4,1168,0,3,870,0,1,298,0,6,1740,0,2,580,0,4,1184,0,5,1474,0,2,580,0,,,,3,720,3,,,,,,,,,
2017年12月20日(水),92631267,あぶり焼きチキン,48,12358,15,,,,1,298,0,3,674,0,3,994,0,4,972,0,3,674,0,5,1662,0,7,2148,0,2,878,0,2,596,0,5,1366,2,3,714,3,8,1084,8,2,298,2,,,
2017年12月21日(木),92631267,あぶり焼きチキン,33,7464,16,,,,2,596,0,2,486,0,,,,2,768,0,2,486,0,,,,4,1364,0,2,768,0,2,486,0,3,1056,2,1,150,1,2,298,2,11,1006,11,,,
2017年12月22日(金),92631267,あぶり焼きチキン,43,11194,10,,,,,,,1,188,0,5,1160,0,2,878,0,2,376,0,3,784,0,6,2634,0,3,784,0,11,3058,0,1,150,1,6,900,6,3,282,3,,,,,,
2017年12月23日(土),92631267,あぶり焼きチキン,78,26195,38,2,596,0,2,596,0,4,1756,0,2,878,0,2,878,0,4,2156,0,8,3348,0,7,3732,0,4,2038,0,5,1772,0,3,1260,3,3,940,3,9,1912,9,10,1948,10,13,2385,13
2017年12月24日(日),92631267,あぶり焼きチキン,112,37455,46,,,,8,2956,0,8,3630,0,12,4422,0,6,2470,0,6,1788,0,5,2336,0,9,2964,0,10,3262,0,2,1180,1,6,2556,5,5,1358,5,9,2246,9,22,5359,22,3,696,3
2017年12月25日(月),92631267,あぶり焼きチキン,69,21646,19,,,,1,290,0,2,688,0,7,2570,0,5,1666,0,7,2138,0,5,1666,0,9,3258,0,6,2280,0,5,1774,0,4,1225,1,3,954,3,14,2938,14,1,199,1,,,
2017年12月26日(火),92631267,あぶり焼きチキン,22,6190,3,3,886,0,1,298,0,1,290,0,3,894,0,,,,1,290,0,,,,4,1176,0,3,886,0,2,580,0,2,490,1,2,400,2,,,,,,,,,
2017年12月27日(水),92631267,あぶり焼きチキン,55,13907,24,,,,1,188,0,2,596,0,3,894,0,3,674,0,4,1536,0,4,1364,0,7,2210,0,4,972,0,1,298,0,8,1848,6,3,626,3,10,2121,10,5,580,5,,,
2017年12月28日(木),92631267,あぶり焼きチキン,36,8743,16,,,,,,,1,580,0,1,298,0,3,784,0,4,972,0,2,486,0,3,1176,0,5,1160,0,1,298,0,2,614,2,1,150,1,1,290,1,8,1233,8,4,702,4
2017年12月29日(金),92631267,あぶり焼きチキン,43,9968,20,,,,1,188,0,4,1082,0,1,188,0,2,596,0,2,486,0,6,1960,0,4,1254,0,2,486,0,1,580,0,1,150,1,3,852,3,6,926,6,7,995,7,3,225,3
2017年12月30日(土),92631267,あぶり焼きチキン,64,27077,20,2,878,0,1,298,0,1,298,0,5,2454,0,3,1740,0,3,1458,0,8,3230,0,6,2242,0,7,3614,0,6,2634,0,2,1560,0,,,,15,5566,15,4,986,4,1,119,1
2017年12月31日(日),92631267,あぶり焼きチキン,124,48943,62,1,298,0,2,596,0,12,6068,0,9,3928,0,11,4970,0,3,1176,0,10,6154,0,20,8013,10,12,5726,9,17,6279,16,23,5439,23,4,296,4,,,,,,,,,
2016年01月09日(土),92631267,あぶり焼きチキン（ソルト）,15,4000,12,,,,,,,,,,,,,,,,,,,2,760,0,,,,1,380,0,1,342,1,2,684,2,,,,2,570,2,2,456,2,5,808,5
2016年03月12日(土),92631267,あぶり焼きチキン（ソルト）,24,6541,21,,,,1,398,0,,,,,,,,,,,,,1,398,0,1,398,0,,,,,,,3,1074,3,5,1670,5,1,238,1,3,574,3,9,1791,9
2016年04月23日(土),92631267,あぶり焼きチキン（ソルト）,16,4217,10,,,,,,,1,398,0,1,398,0,,,,1,398,0,,,,,,,,,,1,398,0,2,796,0,,,,,,,3,636,3,3,557,3
2016年09月01日(木),92631267,あぶり焼きチキン,23,7164,0,,,,,,,,,,,,,,,,,,,,,,,,,12,4092,0,5,1442,0,6,1630,0,,,,,,,,,,,,
2016年09月02日(金),92631267,あぶり焼きチキン,38,11574,10,,,,,,,3,784,0,3,1066,0,2,486,0,,,,4,1082,0,4,1536,0,3,1176,0,5,1662,0,10,3026,7,3,606,2,1,150,1,,,,,,
2016年09月03日(土),92631267,あぶり焼きチキン,26,9435,1,,,,3,1176,0,4,1082,0,3,1066,0,3,1458,0,3,1176,0,4,1756,0,3,1066,0,1,298,0,1,188,0,1,169,1,,,,,,,,,,,,
2016年09月04日(日),92631267,あぶり焼きチキン,21,7118,0,,,,,,,7,2540,0,2,596,0,8,2838,0,,,,,,,2,768,0,1,188,0,1,188,0,,,,,,,,,,,,,,,
2016年09月05日(月),92631267,あぶり焼きチキン,28,7368,0,,,,3,1458,0,7,1536,0,1,298,0,3,674,0,1,188,0,3,674,0,4,752,0,3,894,0,2,596,0,1,298,0,,,,,,,,,,,,
2016年09月06日(火),92631267,あぶり焼きチキン,36,10091,11,,,,,,,1,188,0,4,1646,0,3,674,0,2,596,0,2,596,0,3,956,0,4,1474,0,3,956,0,6,1743,3,4,775,4,3,393,3,1,94,1,,,
2016年09月07日(水),92631267,あぶり焼きチキン,65,22383,19,,,,3,1458,0,3,894,0,6,1788,0,4,1756,0,2,878,0,5,2054,0,3,1176,0,7,3214,0,5,1490,0,15,4684,8,3,1116,2,1,464,1,6,1118,6,1,119,1
2016年09月08日(木),92631267,あぶり焼きチキン,27,7551,11,,,,,,,,,,2,486,0,3,784,0,,,,1,188,0,1,298,0,3,1348,0,4,1922,2,4,893,3,4,1052,1,5,580,5,,,,,,
2016年09月09日(金),92631267,あぶり焼きチキン,49,14817,16,,,,,,,1,580,0,5,1552,0,2,596,0,5,1552,0,3,1458,0,2,376,0,2,486,0,11,3635,2,6,1330,5,10,2694,7,2,558,2,,,,,,
2016年09月10日(土),92631267,あぶり焼きチキン,81,25444,11,,,,4,1364,0,2,486,0,5,1552,0,4,1474,0,7,2210,0,5,1662,0,6,1568,0,2,1160,0,17,5362,0,15,5359,1,5,1320,1,3,852,3,5,926,5,1,149,1
2016年09月11日(日),92631267,あぶり焼きチキン,92,29290,30,,,,3,674,0,8,2618,0,4,1474,0,7,2932,0,6,2524,0,6,1850,0,8,3292,0,3,1458,0,11,3512,0,7,2624,2,7,1654,6,4,1060,4,11,2348,11,7,1270,7
2016年09月12日(月),92631267,あぶり焼きチキン,50,15446,9,,,,,,,,,,2,1160,0,5,1160,0,6,2022,0,1,188,0,3,1458,0,9,2806,0,7,2480,2,10,2400,1,1,188,0,3,714,3,3,870,3,,,
2016年09月13日(火),92631267,あぶり焼きチキン,58,16971,12,,,,1,188,0,2,376,0,4,1474,0,5,1160,0,2,878,0,2,768,0,5,1944,0,6,2132,0,12,3743,1,7,1518,5,5,1100,2,2,596,0,5,1094,4,,,
2016年09月14日(水),92631267,あぶり焼きチキン,46,13518,15,,,,,,,1,188,0,3,784,0,3,784,0,2,376,0,4,862,0,4,1364,0,7,2540,0,5,1475,2,9,2741,8,5,1464,2,2,476,2,1,464,1,,,
2016年09月15日(木),92631267,あぶり焼きチキン,44,13908,4,,,,1,188,0,4,1536,0,1,580,0,2,596,0,4,1364,0,3,894,0,4,1364,0,7,1818,0,7,1928,0,6,1820,1,4,1356,2,1,464,1,,,,,,
2016年09月16日(金),92631267,あぶり焼きチキン,46,12843,20,,,,,,,1,188,0,4,1254,0,1,298,0,2,486,0,1,580,0,5,1380,0,6,2352,0,2,486,0,9,2995,6,4,794,3,5,669,5,5,1242,5,1,119,1
2016年09月17日(土),92631267,あぶり焼きチキン,101,32854,27,,,,,,,5,1834,0,2,596,0,5,1944,0,4,1474,0,5,2226,0,10,3434,0,14,5472,0,12,3418,0,14,4566,2,11,2784,6,13,3018,13,6,2088,6,,,
2016年09月18日(日),92631267,あぶり焼きチキン,82,26754,24,,,,,,,5,1380,0,7,2430,0,8,2556,0,7,2540,0,2,878,0,7,2430,0,8,2164,0,11,4658,1,9,2330,7,11,3540,9,4,1030,4,3,818,3,,,
2016年09月19日(月),92631267,あぶり焼きチキン,80,26865,21,,,,2,486,0,4,1254,0,2,376,0,6,1630,0,7,1976,0,6,2132,0,5,1772,0,9,4044,0,13,3466,1,13,5583,8,7,2304,6,5,1417,5,1,425,1,,,
2016年09月20日(火),92631267,あぶり焼きチキン,51,13464,21,,,,2,486,0,1,298,0,3,564,0,2,486,0,2,486,0,3,674,0,3,784,0,6,2524,0,2,486,0,14,4728,8,3,820,3,3,356,3,7,772,7,,,
2016年09月21日(水),92631267,あぶり焼きチキン,51,14577,8,,,,1,188,0,2,596,0,2,596,0,4,862,0,1,188,0,2,596,0,9,2964,0,8,2226,0,7,2932,0,8,1694,1,,,,3,1050,3,4,685,4,,,
2016年09月22日(木),92631267,あぶり焼きチキン,68,20360,30,,,,,,,2,486,0,4,1756,0,3,784,0,3,1066,0,4,972,0,7,2700,0,5,1944,0,4,1549,1,13,3974,7,8,2180,7,4,769,4,7,1161,7,4,1019,4
2016年09月23日(金),92631267,あぶり焼きチキン,69,19519,27,,,,1,298,0,4,972,0,2,768,0,2,376,0,1,188,0,5,1944,0,11,3278,0,5,1050,0,6,1500,3,18,5343,10,4,1735,4,2,388,2,8,1679,8,,,
2016年09月24日(土),92631267,あぶり焼きチキン,57,16734,30,,,,1,188,0,,,,,,,1,298,0,1,298,0,1,298,0,3,894,0,4,1082,0,12,4234,1,6,2077,4,9,2371,6,14,3474,14,4,1230,4,1,290,1
2016年09月25日(日),92631267,あぶり焼きチキン,96,32473,32,,,,1,298,0,7,2038,0,2,596,0,4,1634,0,6,1348,0,6,2070,0,11,4518,0,11,4726,0,10,3814,0,10,3762,6,11,3745,9,7,1847,7,6,1058,6,4,1019,4
2016年09月26日(月),92631267,あぶり焼きチキン,31,11184,8,,,,,,,,,,3,1176,0,1,298,0,2,878,0,3,784,0,1,580,0,4,1756,0,7,2994,0,5,1553,4,2,695,1,2,262,2,1,208,1,,,
2016年09月27日(火),92631267,あぶり焼きチキン,58,17950,21,,,,,,,2,768,0,3,1066,0,5,1552,0,2,486,0,4,1254,0,7,2822,0,2,376,0,11,3767,4,11,2924,8,7,2078,5,3,393,3,1,464,1,,,
2016年09月28日(水),92631267,あぶり焼きチキン,38,11092,17,,,,3,1176,0,1,298,0,1,298,0,2,596,0,,,,1,580,0,4,1756,0,2,486,0,6,1458,0,7,1598,6,5,1504,5,6,1342,6,,,,,,
2016年09月29日(木),92631267,あぶり焼きチキン,49,16005,10,,,,1,188,0,4,1474,0,5,1442,0,2,486,0,2,486,0,2,878,0,2,486,0,6,2524,0,7,2320,0,13,4079,5,1,238,1,2,476,2,2,928,2,,,
2016年09月30日(金),92631267,あぶり焼きチキン,63,19597,23,,,,,,,,,,5,1834,0,1,298,0,,,,3,1176,0,9,2744,0,9,3026,0,6,3198,0,10,2959,5,6,1341,4,9,2330,9,5,691,5,,,
2016年10月01日(土),92631267,あぶり焼きチキン,51,13609,15,,,,4,972,0,1,298,0,3,564,0,6,1740,0,1,298,0,4,862,0,2,768,0,8,2446,0,3,1348,0,8,1915,5,2,456,1,1,406,1,7,1246,7,1,290,1
2016年10月02日(日),92631267,あぶり焼きチキン,48,14749,12,,,,2,376,0,5,1662,0,3,1066,0,2,596,0,3,956,0,5,1552,0,5,1552,0,6,2242,0,5,2226,0,7,1480,7,1,268,1,2,416,2,2,357,2,,,
2016年10月08日(土),92631267,あぶり焼きチキン,11,2356,4,,,,,,,,,,3,674,0,1,188,0,1,298,0,1,298,0,1,298,0,,,,,,,,,,2,338,2,2,262,2,,,,,,
2016年10月09日(日),92631267,あぶり焼きチキン,10,2321,2,,,,,,,,,,,,,,,,,,,,,,1,298,0,5,1160,0,3,655,1,,,,,,,1,208,1,,,,,,
2016年12月09日(金),92631267,あぶり焼きチキン,48,14412,12,,,,,,,3,784,0,3,784,0,6,1568,0,,,,1,188,0,9,2682,0,9,2964,0,3,1342,2,5,1938,2,1,580,0,4,952,4,2,387,2,2,243,2
2016年12月10日(土),92631267,あぶり焼きチキン,76,24256,11,,,,2,486,0,3,1066,0,12,3418,0,3,1066,0,3,894,0,9,3246,0,3,1740,0,7,2540,0,12,3418,0,10,3686,1,5,1473,3,2,300,2,5,923,5,,,
2016年12月11日(日),92631267,あぶり焼きチキン,70,23146,9,,,,,,,4,1364,0,5,1662,0,6,1850,0,6,2070,0,5,1834,0,5,1270,0,13,4954,0,9,3246,0,10,2656,6,5,1712,1,1,238,1,1,290,1,,,
2016年12月12日(月),92631267,あぶり焼きチキン,45,13716,6,,,,4,862,0,2,596,0,7,2712,0,2,486,0,5,1270,0,4,1474,0,2,768,0,4,1364,0,7,2320,0,5,1180,3,2,476,2,,,,1,208,1,,,
2016年12月13日(火),92631267,あぶり焼きチキン,47,13332,23,,,,,,,1,298,0,2,878,0,2,376,0,1,188,0,1,298,0,5,2336,0,5,1442,0,5,2116,0,5,883,3,6,1488,6,6,1578,6,7,1161,7,1,290,1
2016年12月14日(水),92631267,あぶり焼きチキン,48,14799,15,,,,,,,4,1474,0,2,596,0,1,188,0,2,596,0,3,894,0,7,2430,0,7,3104,0,4,1364,0,2,467,1,3,1118,1,4,1239,4,6,889,6,3,440,3
2016年12月15日(木),92631267,あぶり焼きチキン,60,15803,21,,,,,,,2,486,0,3,784,0,7,2038,0,4,1254,0,4,1646,0,4,862,0,6,1458,0,9,2212,1,4,1072,4,7,1696,6,3,706,3,7,1589,7,,,
2016年12月16日(金),92631267,あぶり焼きチキン,45,13702,12,,,,,,,7,2038,0,1,580,0,4,1082,0,,,,5,1724,0,4,1254,0,4,1646,0,9,2456,3,6,1862,6,2,456,1,3,604,2,,,,,,
2016年12月17日(土),92631267,あぶり焼きチキン,65,19055,21,,,,1,188,0,,,,6,2414,0,2,596,0,2,486,0,2,486,0,8,2164,0,11,4076,0,7,1737,1,8,2662,4,6,1573,4,7,1609,7,5,1064,5,,,
2016年12月18日(日),92631267,あぶり焼きチキン,79,24309,19,,,,3,564,0,3,956,0,2,768,0,5,1380,0,9,3246,0,3,564,0,6,1960,0,13,4954,0,6,2022,0,11,3866,4,8,2471,5,1,238,1,8,1226,8,1,94,1
2016年12月19日(月),92631267,あぶり焼きチキン,43,12583,11,,,,,,,2,376,0,2,486,0,2,486,0,5,2054,0,5,1270,0,3,1678,0,7,1646,0,6,2132,0,3,804,3,4,973,4,4,678,4,,,,,,
2016年12月20日(火),92631267,あぶり焼きチキン,48,14436,16,,,,2,596,0,1,298,0,,,,2,878,0,4,972,0,4,972,0,4,1474,0,7,1756,0,6,1538,1,9,2760,7,4,1610,3,3,1136,3,2,446,2,,,
2016年12月21日(水),92631267,あぶり焼きチキン,62,16571,23,,,,1,298,0,6,1630,0,4,1364,0,3,894,0,2,486,0,3,674,0,6,1678,0,5,1380,0,7,2654,1,5,1525,4,7,1717,5,9,1585,9,4,686,4,,,
2016年12月22日(木),92631267,あぶり焼きチキン,38,11233,18,,,,,,,,,,4,1254,0,3,564,0,1,298,0,,,,4,1364,0,2,768,0,9,2699,3,10,3399,10,1,169,1,3,624,3,1,94,1,,,
2016年12月23日(金),92631267,あぶり焼きチキン,82,37736,13,,,,,,,,,,4,1474,0,3,894,0,8,4312,0,7,3732,0,13,5120,0,16,8670,0,14,5982,0,4,1474,0,7,3298,7,6,2780,6,,,,,,
2016年12月24日(土),92631267,あぶり焼きチキン,118,47310,34,,,,4,1474,0,6,2352,0,3,1176,0,11,4806,0,8,2384,0,11,4806,0,5,1772,0,13,5402,0,10,5072,0,16,7530,4,11,5290,10,9,2479,9,8,2297,8,3,470,3
2016年12月25日(日),92631267,あぶり焼きチキン,75,22673,32,,,,2,596,0,4,1082,0,7,2258,0,2,768,0,5,2336,0,7,2430,0,1,580,0,8,3402,0,4,953,1,7,1923,4,6,1281,5,5,1386,5,14,3004,14,3,674,3
2016年12月26日(月),92631267,あぶり焼きチキン,50,15085,19,,,,,,,4,1474,0,2,878,0,2,486,0,4,1474,0,2,486,0,1,580,0,9,3198,0,7,2430,0,4,973,4,1,268,1,7,1398,7,3,451,3,3,870,3
2016年12月27日(火),92631267,あぶり焼きチキン,34,8459,17,,,,1,298,0,1,298,0,2,486,0,,,,2,486,0,2,768,0,2,596,0,4,1082,0,3,956,0,5,1396,5,2,536,2,2,416,2,3,433,3,5,708,5
2016年12月28日(水),92631267,あぶり焼きチキン,60,15981,28,,,,1,580,0,4,1144,0,5,1834,0,2,596,0,6,1568,0,2,376,0,1,188,0,5,1662,0,1,188,0,9,2771,5,4,1257,3,5,1042,5,4,916,4,10,1784,10
2016年12月29日(木),92631267,あぶり焼きチキン,56,18070,24,,,,,,,2,878,0,3,1348,0,1,298,0,3,1066,0,6,1678,0,3,1066,0,3,1348,0,9,3982,0,10,3147,9,6,1623,5,5,886,5,5,750,5,,,
2016年12月30日(金),92631267,あぶり焼きチキン,74,27799,32,,,,,,,3,1176,0,1,298,0,9,2964,0,3,1458,0,2,1160,0,8,3794,0,9,4092,0,6,2470,0,3,1730,2,3,1312,3,7,2586,7,10,2395,10,9,2245,9
2016年12月31日(土),92631267,あぶり焼きチキン,99,47305,28,,,,1,298,0,5,2736,0,5,1772,0,6,4680,0,6,2352,0,10,4790,0,14,7228,0,15,8832,1,16,7868,6,14,4300,14,7,2449,7,,,,,,,,,
2015年11月28日(土),92634206,あぶり焼きチキン（レモン）,32,7610,25,,,,,,,,,,,,,,,,,,,,,,1,398,0,3,1194,0,4,1472,3,1,398,0,1,398,0,2,398,2,4,808,4,7,1113,7
2015年12月26日(土),92631267,あぶり焼きチキン（ソルト）,17,3524,14,,,,,,,,,,,,,,,,,,,,,,2,716,0,1,358,0,,,,1,322,1,1,214,1,3,642,3,6,879,6,,,
2015年12月26日(土),92634206,あぶり焼きチキン（レモン）,21,4022,19,,,,,,,,,,,,,,,,,,,,,,,,,1,358,0,2,680,1,,,,1,322,1,4,964,4,4,569,4,6,808,6
2015年12月27日(日),92634206,あぶり焼きチキン（レモン）,11,4330,7,,,,,,,,,,,,,,,,,,,,,,,,,1,750,0,2,1130,0,,,,1,750,0,,,,1,190,1,6,1510,6
2015年12月28日(月),92634206,あぶり焼きチキン（レモン）,7,1748,4,,,,,,,,,,,,,,,,,,,,,,,,,2,760,0,,,,1,380,0,,,,,,,,,,2,304,2